id_municipio,nome_municipio,sigla_uf,regiao,taxa_alfabetizacao,criancas_nao_alfabetizadas,cluster
1100015,Alta Floresta D'Oeste,RO,Norte,67.81,99.0,2
1100023,Ariquemes,RO,Norte,65.62,413.0,2
1100031,Cabixi,RO,Norte,75.9,20.0,2
1100049,Cacoal,RO,Norte,65.88,293.0,2
1100056,Cerejeiras,RO,Norte,66.82,84.0,2
1100064,Colorado do Oeste,RO,Norte,71.72,55.0,2
1100072,Corumbiara,RO,Norte,72.67,40.0,2
1100080,Costa Marques,RO,Norte,59.64,87.0,2
1100098,Espigão D'Oeste,RO,Norte,71.17,105.0,2
1100106,Guajará-Mirim,RO,Norte,43.07,274.0,0
1100114,Jaru,RO,Norte,64.01,219.0,2
1100122,Ji-Paraná,RO,Norte,72.82,251.0,2
1100130,Machadinho D'Oeste,RO,Norte,64.77,165.0,2
1100148,Nova Brasilândia D'Oeste,RO,Norte,75.61,63.0,2
1100155,Ouro Preto do Oeste,RO,Norte,66.41,132.0,2
1100189,Pimenta Bueno,RO,Norte,81.06,100.0,2
1100205,Porto Velho,RO,Norte,50.84,2981.0,0
1100254,Presidente Médici,RO,Norte,71.13,45.0,2
1100262,Rio Crespo,RO,Norte,62.81,25.0,2
1100288,Rolim de Moura,RO,Norte,75.19,166.0,2
1100296,Santa Luzia D'Oeste,RO,Norte,83.38,14.0,2
1100304,Vilhena,RO,Norte,71.66,433.0,2
1100320,São Miguel do Guaporé,RO,Norte,69.14,101.0,2
1100338,Nova Mamoré,RO,Norte,45.31,253.0,0
1100346,Alvorada D'Oeste,RO,Norte,65.35,44.0,2
1100379,Alto Alegre dos Parecis,RO,Norte,79.54,41.0,2
1100403,Alto Paraíso,RO,Norte,60.43,79.0,2
1100452,Buritis,RO,Norte,72.3,134.0,2
1100502,Novo Horizonte do Oeste,RO,Norte,70.67,32.0,2
1100601,Cacaulândia,RO,Norte,78.87,16.0,2
1100700,Campo Novo de Rondônia,RO,Norte,71.95,50.0,2
1100809,Candeias do Jamari,RO,Norte,51.63,210.0,0
1100908,Castanheiras,RO,Norte,65.39,20.0,2
1100924,Chupinguaia,RO,Norte,72.9,48.0,2
1100940,Cujubim,RO,Norte,67.61,94.0,2
1101005,Governador Jorge Teixeira,RO,Norte,70.76,40.0,2
1101104,Itapuã do Oeste,RO,Norte,70.63,52.0,2
1101203,Ministro Andreazza,RO,Norte,69.18,27.0,2
1101302,Mirante da Serra,RO,Norte,73.81,40.0,2
1101401,Monte Negro,RO,Norte,69.9,57.0,2
1101435,Nova União,RO,Norte,70.91,27.0,2
1101450,Parecis,RO,Norte,70.6,19.0,2
1101468,Pimenteiras do Oeste,RO,Norte,57.65,18.0,2
1101476,Primavera de Rondônia,RO,Norte,57.64,29.0,2
1101484,São Felipe D'Oeste,RO,Norte,78.37,14.0,2
1101492,São Francisco do Guaporé,RO,Norte,63.01,111.0,2
1101500,Seringueiras,RO,Norte,66.06,67.0,2
1101559,Teixeirópolis,RO,Norte,65.29,20.0,2
1101609,Theobroma,RO,Norte,78.73,27.0,2
1101708,Urupá,RO,Norte,61.27,61.0,2
1101757,Vale do Anari,RO,Norte,55.65,55.0,0
1101807,Vale do Paraíso,RO,Norte,44.1,49.0,0
1200013,Acrelândia,AC,Norte,59.7,94.0,2
1200054,Assis Brasil,AC,Norte,49.15,63.0,0
1200104,Brasiléia,AC,Norte,46.68,204.0,0
1200138,Bujari,AC,Norte,26.7,133.0,0
1200179,Capixaba,AC,Norte,34.97,128.0,0
1200203,Cruzeiro do Sul,AC,Norte,42.18,434.0,0
1200252,Epitaciolândia,AC,Norte,52.27,160.0,0
1200302,Feijó,AC,Norte,53.34,97.0,0
1200328,Jordão,AC,Norte,19.59,39.0,0
1200336,Mâncio Lima,AC,Norte,38.06,161.0,0
1200344,Manoel Urbano,AC,Norte,42.48,128.0,0
1200351,Marechal Thaumaturgo,AC,Norte,62.82,60.0,0
1200385,Plácido de Castro,AC,Norte,33.79,133.0,0
1200393,Porto Walter,AC,Norte,39.8,55.0,0
1200401,Rio Branco,AC,Norte,55.64,767.0,0
1200427,Rodrigues Alves,AC,Norte,38.9,115.0,0
1200435,Santa Rosa do Purus,AC,Norte,15.62,64.0,0
1200450,Senador Guiomard,AC,Norte,43.69,85.0,0
1200500,Sena Madureira,AC,Norte,64.84,186.0,0
1200609,Tarauacá,AC,Norte,45.18,317.0,0
1200708,Xapuri,AC,Norte,51.91,58.0,0
1200807,Porto Acre,AC,Norte,39.69,197.0,0
1300029,Alvarães,AM,Norte,58.49,68.0,0
1300060,Amaturá,AM,Norte,64.57,67.0,0
1300086,Anamã,AM,Norte,53.49,18.0,0
1300102,Anori,AM,Norte,77.48,47.0,2
1300144,Apuí,AM,Norte,49.25,94.0,0
1300201,Atalaia do Norte,AM,Norte,84.08,29.0,2
1300300,Autazes,AM,Norte,35.05,362.0,0
1300409,Barcelos,AM,Norte,38.22,136.0,0
1300508,Barreirinha,AM,Norte,24.41,252.0,0
1300607,Benjamin Constant,AM,Norte,34.35,455.0,0
1300631,Beruri,AM,Norte,80.97,42.0,2
1300680,Boa Vista do Ramos,AM,Norte,31.92,115.0,0
1300706,Boca do Acre,AM,Norte,44.79,138.0,0
1300805,Borba,AM,Norte,22.82,120.0,0
1300839,Caapiranga,AM,Norte,21.71,62.0,0
1300904,Canutama,AM,Norte,70.76,54.0,2
1301001,Carauari,AM,Norte,49.2,119.0,0
1301100,Careiro,AM,Norte,17.29,349.0,0
1301159,Careiro da Várzea,AM,Norte,27.36,80.0,0
1301209,Coari,AM,Norte,32.72,325.0,0
1301308,Codajás,AM,Norte,40.59,118.0,0
1301407,Eirunepé,AM,Norte,23.81,181.0,0
1301506,Envira,AM,Norte,19.3,149.0,0
1301605,Fonte Boa,AM,Norte,35.56,162.0,0
1301654,Guajará,AM,Norte,54.67,89.0,0
1301704,Humaitá,AM,Norte,57.23,307.0,0
1301803,Ipixuna,AM,Norte,63.27,94.0,0
1301852,Iranduba,AM,Norte,34.37,619.0,0
1301902,Itacoatiara,AM,Norte,42.67,596.0,0
1301951,Itamarati,AM,Norte,82.24,20.0,2
1302009,Itapiranga,AM,Norte,32.81,52.0,0
1302108,Japurá,AM,Norte,91.93,8.0,2
1302207,Juruá,AM,Norte,44.12,35.0,0
1302306,Jutaí,AM,Norte,30.91,232.0,0
1302405,Lábrea,AM,Norte,66.9,125.0,0
1302504,Manacapuru,AM,Norte,37.29,743.0,0
1302553,Manaquiri,AM,Norte,20.55,188.0,0
1302603,Manaus,AM,Norte,50.14,12280.0,0
1302702,Manicoré,AM,Norte,57.01,165.0,0
1302801,Maraã,AM,Norte,48.42,63.0,0
1302900,Maués,AM,Norte,45.99,234.0,0
1303007,Nhamundá,AM,Norte,57.09,37.0,0
1303106,Nova Olinda do Norte,AM,Norte,32.8,179.0,0
1303205,Novo Airão,AM,Norte,57.08,104.0,0
1303304,Novo Aripuanã,AM,Norte,51.01,78.0,0
1303403,Parintins,AM,Norte,51.36,450.0,0
1303502,Pauini,AM,Norte,48.42,121.0,0
1303536,Presidente Figueiredo,AM,Norte,33.7,417.0,0
1303569,Rio Preto da Eva,AM,Norte,46.74,235.0,0
1303601,Santa Isabel do Rio Negro,AM,Norte,36.03,54.0,0
1303700,Santo Antônio do Içá,AM,Norte,37.95,332.0,0
1303809,São Gabriel da Cachoeira,AM,Norte,31.6,253.0,0
1303908,São Paulo de Olivença,AM,Norte,32.07,461.0,0
1303957,São Sebastião do Uatumã,AM,Norte,29.45,62.0,0
1304005,Silves,AM,Norte,38.71,118.0,0
1304062,Tabatinga,AM,Norte,37.75,660.0,0
1304104,Tapauá,AM,Norte,51.78,99.0,0
1304203,Tefé,AM,Norte,36.78,557.0,0
1304237,Tonantins,AM,Norte,30.03,221.0,0
1304260,Uarini,AM,Norte,11.23,153.0,0
1304302,Urucará,AM,Norte,73.93,42.0,2
1304401,Urucurituba,AM,Norte,46.43,125.0,0
1500107,Abaetetuba,PA,Norte,35.85,953.0,0
1500131,Abel Figueiredo,PA,Norte,54.87,50.0,0
1500206,Acará,PA,Norte,41.74,355.0,0
1500305,Afuá,PA,Norte,38.16,432.0,0
1500347,Água Azul do Norte,PA,Norte,51.38,112.0,0
1500404,Alenquer,PA,Norte,34.75,567.0,0
1500503,Almeirim,PA,Norte,38.93,263.0,0
1500602,Altamira,PA,Norte,45.35,1065.0,0
1500701,Anajás,PA,Norte,33.85,271.0,0
1500800,Ananindeua,PA,Norte,52.74,1723.0,0
1500859,Anapu,PA,Norte,48.43,212.0,0
1500909,Augusto Corrêa,PA,Norte,44.0,344.0,0
1500958,Aurora do Pará,PA,Norte,55.55,108.0,0
1501006,Aveiro,PA,Norte,64.37,43.0,0
1501105,Bagre,PA,Norte,53.33,139.0,0
1501204,Baião,PA,Norte,38.15,187.0,0
1501253,Bannach,PA,Norte,47.37,31.0,0
1501303,Barcarena,PA,Norte,39.5,1007.0,0
1501402,Belém,PA,Norte,46.08,2913.0,0
1501451,Belterra,PA,Norte,57.6,96.0,0
1501501,Benevides,PA,Norte,65.3,383.0,2
1501576,Bom Jesus do Tocantins,PA,Norte,51.85,99.0,0
1501600,Bonito,PA,Norte,32.18,73.0,0
1501709,Bragança,PA,Norte,37.01,923.0,0
1501725,Brasil Novo,PA,Norte,87.59,29.0,2
1501758,Brejo Grande do Araguaia,PA,Norte,75.69,25.0,2
1501782,Breu Branco,PA,Norte,50.54,287.0,0
1501808,Breves,PA,Norte,55.58,518.0,0
1501907,Bujaru,PA,Norte,51.63,124.0,0
1501956,Cachoeira do Piriá,PA,Norte,52.03,89.0,0
1502004,Cachoeira do Arari,PA,Norte,33.13,143.0,0
1502103,Cametá,PA,Norte,39.09,825.0,0
1502152,Canaã dos Carajás,PA,Norte,65.11,604.0,2
1502202,Capanema,PA,Norte,59.49,300.0,2
1502301,Capitão Poço,PA,Norte,48.98,269.0,0
1502400,Castanhal,PA,Norte,32.98,1642.0,0
1502509,Chaves,PA,Norte,74.08,56.0,2
1502608,Colares,PA,Norte,37.21,65.0,0
1502707,Conceição do Araguaia,PA,Norte,50.69,279.0,0
1502756,Concórdia do Pará,PA,Norte,54.23,140.0,0
1502764,Cumaru do Norte,PA,Norte,45.19,102.0,0
1502772,Curionópolis,PA,Norte,72.86,88.0,2
1502806,Curralinho,PA,Norte,24.03,523.0,0
1502855,Curuá,PA,Norte,42.47,110.0,0
1502905,Curuçá,PA,Norte,33.49,252.0,0
1502939,Dom Eliseu,PA,Norte,69.24,170.0,2
1502954,Eldorado do Carajás,PA,Norte,50.59,169.0,0
1503002,Faro,PA,Norte,51.78,89.0,0
1503044,Floresta do Araguaia,PA,Norte,67.36,84.0,2
1503077,Garrafão do Norte,PA,Norte,32.89,270.0,0
1503093,Goianésia do Pará,PA,Norte,42.28,203.0,0
1503101,Gurupá,PA,Norte,38.23,429.0,0
1503200,Igarapé-Açu,PA,Norte,40.43,182.0,0
1503309,Igarapé-Miri,PA,Norte,41.33,444.0,0
1503408,Inhangapi,PA,Norte,45.41,65.0,0
1503457,Ipixuna do Pará,PA,Norte,42.96,240.0,0
1503507,Irituia,PA,Norte,49.63,120.0,0
1503606,Itaituba,PA,Norte,59.22,893.0,0
1503705,Itupiranga,PA,Norte,44.17,313.0,0
1503754,Jacareacanga,PA,Norte,24.96,173.0,0
1503804,Jacundá,PA,Norte,37.87,342.0,0
1503903,Juruti,PA,Norte,51.02,432.0,0
1504000,Limoeiro do Ajuru,PA,Norte,47.82,158.0,0
1504059,Mãe do Rio,PA,Norte,46.97,219.0,0
1504109,Magalhães Barata,PA,Norte,60.1,26.0,2
1504208,Marabá,PA,Norte,50.67,1869.0,0
1504307,Maracanã,PA,Norte,47.51,117.0,0
1504406,Marapanim,PA,Norte,45.42,119.0,0
1504422,Marituba,PA,Norte,48.98,959.0,0
1504455,Medicilândia,PA,Norte,48.43,202.0,0
1504505,Melgaço,PA,Norte,28.64,348.0,0
1504604,Mocajuba,PA,Norte,37.31,239.0,0
1504703,Moju,PA,Norte,34.29,599.0,0
1504752,Mojuí dos Campos,PA,Norte,43.75,119.0,0
1504802,Monte Alegre,PA,Norte,46.69,439.0,0
1504901,Muaná,PA,Norte,33.64,428.0,0
1504950,Nova Esperança do Piriá,PA,Norte,50.02,125.0,0
1504976,Nova Ipixuna,PA,Norte,52.53,106.0,0
1505007,Nova Timboteua,PA,Norte,51.66,72.0,0
1505031,Novo Progresso,PA,Norte,56.79,243.0,0
1505064,Novo Repartimento,PA,Norte,47.88,458.0,0
1505106,Óbidos,PA,Norte,53.97,281.0,0
1505205,Oeiras do Pará,PA,Norte,31.01,325.0,0
1505304,Oriximiná,PA,Norte,30.61,619.0,0
1505403,Ourém,PA,Norte,56.26,63.0,0
1505437,Ourilândia do Norte,PA,Norte,53.13,227.0,0
1505486,Pacajá,PA,Norte,45.5,329.0,0
1505494,Palestina do Pará,PA,Norte,44.72,34.0,0
1505502,Paragominas,PA,Norte,56.72,708.0,0
1505536,Parauapebas,PA,Norte,49.48,1954.0,0
1505551,Pau D'Arco,PA,Norte,48.92,38.0,0
1505601,Peixe-Boi,PA,Norte,84.32,12.0,2
1505635,Piçarra,PA,Norte,57.15,72.0,0
1505650,Placas,PA,Norte,55.74,117.0,0
1505700,Ponta de Pedras,PA,Norte,57.12,112.0,0
1505809,Portel,PA,Norte,40.73,564.0,0
1505908,Porto de Moz,PA,Norte,81.15,91.0,2
1506005,Prainha,PA,Norte,43.28,298.0,0
1506104,Primavera,PA,Norte,49.95,73.0,0
1506112,Quatipuru,PA,Norte,47.3,83.0,0
1506138,Redenção,PA,Norte,58.26,516.0,2
1506161,Rio Maria,PA,Norte,56.31,112.0,2
1506187,Rondon do Pará,PA,Norte,68.81,137.0,2
1506195,Rurópolis,PA,Norte,54.75,172.0,0
1506203,Salinópolis,PA,Norte,50.45,305.0,0
1506302,Salvaterra,PA,Norte,49.48,114.0,0
1506351,Santa Bárbara do Pará,PA,Norte,46.35,150.0,0
1506401,Santa Cruz do Arari,PA,Norte,52.33,53.0,0
1506500,Santa Isabel do Pará,PA,Norte,34.18,571.0,0
1506559,Santa Luzia do Pará,PA,Norte,39.78,131.0,0
1506583,Santa Maria das Barreiras,PA,Norte,42.44,173.0,0
1506609,Santa Maria do Pará,PA,Norte,39.79,156.0,0
1506708,Santana do Araguaia,PA,Norte,58.5,282.0,2
1506807,Santarém,PA,Norte,51.29,2416.0,0
1506906,Santarém Novo,PA,Norte,78.23,15.0,2
1507003,Santo Antônio do Tauá,PA,Norte,31.64,264.0,0
1507102,São Caetano de Odivelas,PA,Norte,69.86,52.0,2
1507151,São Domingos do Araguaia,PA,Norte,40.38,141.0,0
1507201,São Domingos do Capim,PA,Norte,32.96,150.0,0
1507300,São Félix do Xingu,PA,Norte,30.95,645.0,0
1507409,São Francisco do Pará,PA,Norte,37.44,82.0,0
1507458,São Geraldo do Araguaia,PA,Norte,52.05,174.0,0
1507466,São João da Ponta,PA,Norte,43.19,22.0,0
1507474,São João de Pirabas,PA,Norte,40.76,142.0,0
1507508,São João do Araguaia,PA,Norte,35.4,142.0,0
1507607,São Miguel do Guamá,PA,Norte,49.58,398.0,0
1507706,São Sebastião da Boa Vista,PA,Norte,47.42,231.0,0
1507755,Sapucaia,PA,Norte,71.78,28.0,2
1507805,Senador José Porfírio,PA,Norte,35.91,261.0,0
1507904,Soure,PA,Norte,52.4,200.0,0
1507953,Tailândia,PA,Norte,37.89,752.0,0
1507961,Terra Alta,PA,Norte,49.89,42.0,0
1507979,Terra Santa,PA,Norte,65.58,115.0,2
1508001,Tomé-Açu,PA,Norte,49.49,633.0,0
1508035,Tracuateua,PA,Norte,37.16,141.0,0
1508050,Trairão,PA,Norte,62.19,100.0,0
1508084,Tucumã,PA,Norte,48.55,293.0,0
1508100,Tucuruí,PA,Norte,44.79,765.0,0
1508126,Ulianópolis,PA,Norte,61.51,158.0,2
1508159,Uruará,PA,Norte,60.83,182.0,0
1508209,Vigia,PA,Norte,37.72,333.0,0
1508308,Viseu,PA,Norte,38.2,475.0,0
1508357,Vitória do Xingu,PA,Norte,70.14,89.0,2
1508407,Xinguara,PA,Norte,49.27,363.0,0
1600055,Serra do Navio,AP,Norte,73.6,14.0,2
1600105,Amapá,AP,Norte,19.04,96.0,0
1600154,Pedra Branca do Amapari,AP,Norte,44.22,110.0,0
1600204,Calçoene,AP,Norte,39.22,116.0,0
1600212,Cutias,AP,Norte,53.33,40.0,0
1600238,Ferreira Gomes,AP,Norte,74.95,37.0,1
1600253,Itaubal,AP,Norte,43.59,65.0,0
1600279,Laranjal do Jari,AP,Norte,39.78,349.0,0
1600303,Macapá,AP,Norte,49.14,2352.0,0
1600402,Mazagão,AP,Norte,44.21,220.0,0
1600501,Oiapoque,AP,Norte,21.04,404.0,0
1600535,Porto Grande,AP,Norte,73.41,73.0,2
1600550,Pracuúba,AP,Norte,30.66,37.0,0
1600600,Santana,AP,Norte,55.32,590.0,2
1600709,Tartarugalzinho,AP,Norte,94.22,17.0,1
1600808,Vitória do Jari,AP,Norte,35.4,116.0,0
1700251,Abreulândia,TO,Norte,75.0,8.0,2
1700301,Aguiarnópolis,TO,Norte,40.92,52.0,0
1700350,Aliança do Tocantins,TO,Norte,76.07,19.0,2
1700400,Almas,TO,Norte,48.19,68.0,0
1700707,Alvorada,TO,Norte,72.01,36.0,2
1701002,Ananás,TO,Norte,46.7,89.0,0
1701051,Angico,TO,Norte,59.12,15.0,2
1701101,Aparecida do Rio Negro,TO,Norte,35.79,53.0,0
1701309,Aragominas,TO,Norte,52.59,36.0,0
1701903,Araguacema,TO,Norte,49.27,51.0,0
1702000,Araguaçu,TO,Norte,40.55,49.0,0
1702109,Araguaína,TO,Norte,50.52,1119.0,0
1702158,Araguanã,TO,Norte,37.8,43.0,0
1702208,Araguatins,TO,Norte,50.49,183.0,0
1702307,Arapoema,TO,Norte,68.29,23.0,2
1702406,Arraias,TO,Norte,61.2,37.0,0
1702554,Augustinópolis,TO,Norte,59.95,83.0,2
1702703,Aurora do Tocantins,TO,Norte,41.93,22.0,0
1702901,Axixá do Tocantins,TO,Norte,40.19,67.0,0
1703008,Babaçulândia,TO,Norte,19.2,67.0,0
1703057,Bandeirantes do Tocantins,TO,Norte,36.96,29.0,0
1703073,Barra do Ouro,TO,Norte,18.25,62.0,0
1703107,Barrolândia,TO,Norte,49.69,37.0,2
1703206,Bernardo Sayão,TO,Norte,59.28,24.0,2
1703305,Bom Jesus do Tocantins,TO,Norte,28.55,44.0,0
1703602,Brasilândia do Tocantins,TO,Norte,68.9,10.0,2
1703701,Brejinho de Nazaré,TO,Norte,49.46,33.0,0
1703800,Buriti do Tocantins,TO,Norte,50.39,62.0,0
1703826,Cachoeirinha,TO,Norte,64.0,9.0,2
1703842,Campos Lindos,TO,Norte,38.51,103.0,0
1703867,Cariri do Tocantins,TO,Norte,52.01,31.0,2
1703883,Carmolândia,TO,Norte,27.46,31.0,0
1703891,Carrasco Bonito,TO,Norte,23.86,27.0,0
1703909,Caseara,TO,Norte,31.54,51.0,0
1704105,Centenário,TO,Norte,66.67,11.0,2
1704600,Chapada de Areia,TO,Norte,6.25,20.0,0
1705102,Chapada da Natividade,TO,Norte,52.38,20.0,2
1705508,Colinas do Tocantins,TO,Norte,55.84,226.0,2
1705557,Combinado,TO,Norte,56.12,25.0,2
1705607,Conceição do Tocantins,TO,Norte,35.8,46.0,0
1706001,Couto Magalhães,TO,Norte,49.03,46.0,0
1706100,Cristalândia,TO,Norte,61.42,38.0,2
1706258,Crixás do Tocantins,TO,Norte,82.61,4.0,2
1706506,Darcinópolis,TO,Norte,45.61,51.0,0
1707009,Dianópolis,TO,Norte,61.27,102.0,2
1707108,Divinópolis do Tocantins,TO,Norte,60.82,38.0,2
1707207,Dois Irmãos do Tocantins,TO,Norte,52.78,32.0,2
1707306,Dueré,TO,Norte,68.58,19.0,2
1707405,Esperantina,TO,Norte,47.8,61.0,0
1707553,Fátima,TO,Norte,57.82,19.0,2
1707652,Figueirópolis,TO,Norte,51.75,38.0,2
1707702,Filadélfia,TO,Norte,12.63,57.0,0
1708205,Formoso do Araguaia,TO,Norte,45.41,109.0,0
1708254,Fortaleza do Tabocão,TO,Norte,51.72,34.0,2
1708304,Goianorte,TO,Norte,39.97,27.0,0
1709005,Goiatins,TO,Norte,38.47,101.0,0
1709302,Guaraí,TO,Norte,48.14,130.0,0
1709500,Gurupi,TO,Norte,54.02,387.0,2
1709807,Ipueiras,TO,Norte,21.43,12.0,0
1710508,Itacajá,TO,Norte,41.08,28.0,0
1710706,Itaguatins,TO,Norte,18.1,49.0,0
1710904,Itapiratins,TO,Norte,53.56,22.0,2
1711100,Itaporã do Tocantins,TO,Norte,24.0,23.0,0
1711506,Jaú do Tocantins,TO,Norte,62.31,14.0,2
1711803,Juarina,TO,Norte,49.13,19.0,0
1711902,Lagoa da Confusão,TO,Norte,35.65,129.0,0
1711951,Lagoa do Tocantins,TO,Norte,15.1,45.0,0
1712009,Lajeado,TO,Norte,38.15,35.0,0
1712157,Lavandeira,TO,Norte,58.81,12.0,2
1712405,Lizarda,TO,Norte,19.44,23.0,0
1712454,Luzinópolis,TO,Norte,48.91,25.0,2
1712504,Marianópolis do Tocantins,TO,Norte,36.71,45.0,0
1712702,Mateiros,TO,Norte,9.09,22.0,0
1712801,Maurilândia do Tocantins,TO,Norte,20.68,32.0,0
1713205,Miracema do Tocantins,TO,Norte,46.4,87.0,0
1713304,Miranorte,TO,Norte,63.01,56.0,2
1713601,Monte do Carmo,TO,Norte,19.73,64.0,0
1713700,Monte Santo do Tocantins,TO,Norte,44.79,18.0,0
1713809,Palmeiras do Tocantins,TO,Norte,49.54,47.0,0
1713957,Muricilândia,TO,Norte,49.31,20.0,0
1714203,Natividade,TO,Norte,43.9,67.0,0
1714302,Nazaré,TO,Norte,34.22,36.0,0
1714880,Nova Olinda,TO,Norte,40.69,109.0,0
1715002,Nova Rosalândia,TO,Norte,55.39,13.0,2
1715101,Novo Acordo,TO,Norte,36.09,32.0,0
1715150,Novo Alegre,TO,Norte,70.35,7.0,2
1715259,Novo Jardim,TO,Norte,61.23,15.0,0
1715507,Oliveira de Fátima,TO,Norte,31.58,14.0,0
1715705,Palmeirante,TO,Norte,31.29,67.0,0
1715754,Palmeirópolis,TO,Norte,77.43,19.0,2
1716109,Paraíso do Tocantins,TO,Norte,63.46,259.0,2
1716208,Paranã,TO,Norte,68.42,40.0,2
1716307,Pau D'Arco,TO,Norte,37.97,38.0,0
1716505,Pedro Afonso,TO,Norte,56.7,106.0,2
1716604,Peixe,TO,Norte,42.9,46.0,0
1716653,Pequizeiro,TO,Norte,61.79,23.0,2
1716703,Colméia,TO,Norte,60.62,30.0,2
1717008,Pindorama do Tocantins,TO,Norte,33.85,40.0,0
1717206,Piraquê,TO,Norte,54.55,11.0,0
1717503,Pium,TO,Norte,43.1,42.0,0
1717800,Ponte Alta do Bom Jesus,TO,Norte,44.59,26.0,0
1717909,Ponte Alta do Tocantins,TO,Norte,31.0,82.0,0
1718006,Porto Alegre do Tocantins,TO,Norte,37.95,34.0,0
1718204,Porto Nacional,TO,Norte,44.11,499.0,0
1718303,Praia Norte,TO,Norte,38.48,26.0,0
1718402,Presidente Kennedy,TO,Norte,57.83,22.0,2
1718451,Pugmil,TO,Norte,40.91,15.0,0
1718501,Recursolândia,TO,Norte,50.36,26.0,0
1718550,Riachinho,TO,Norte,54.39,26.0,0
1718659,Rio da Conceição,TO,Norte,19.62,31.0,0
1718709,Rio dos Bois,TO,Norte,46.61,22.0,0
1718758,Rio Sono,TO,Norte,26.8,64.0,0
1718808,Sampaio,TO,Norte,43.25,57.0,0
1718840,Sandolândia,TO,Norte,53.5,23.0,2
1718865,Santa Fé do Araguaia,TO,Norte,31.34,64.0,0
1718881,Santa Maria do Tocantins,TO,Norte,39.77,30.0,0
1718899,Santa Rita do Tocantins,TO,Norte,43.13,18.0,0
1718907,Santa Rosa do Tocantins,TO,Norte,36.93,53.0,0
1719004,Santa Tereza do Tocantins,TO,Norte,24.65,47.0,0
1720002,Santa Terezinha do Tocantins,TO,Norte,57.14,19.0,2
1720101,São Bento do Tocantins,TO,Norte,52.93,39.0,0
1720150,São Félix do Tocantins,TO,Norte,61.9,8.0,2
1720200,São Miguel do Tocantins,TO,Norte,36.92,118.0,0
1720259,São Salvador do Tocantins,TO,Norte,59.09,20.0,2
1720309,São Sebastião do Tocantins,TO,Norte,58.96,21.0,0
1720499,São Valério,TO,Norte,46.25,25.0,0
1720655,Silvanópolis,TO,Norte,37.36,55.0,0
1720804,Sítio Novo do Tocantins,TO,Norte,50.63,78.0,0
1720853,Sucupira,TO,Norte,58.99,12.0,2
1720903,Taguatinga,TO,Norte,42.45,116.0,0
1720937,Taipas do Tocantins,TO,Norte,55.56,12.0,2
1720978,Talismã,TO,Norte,75.12,11.0,2
1721000,Palmas,TO,Norte,56.97,1661.0,2
1721109,Tocantínia,TO,Norte,51.18,27.0,0
1721208,Tocantinópolis,TO,Norte,35.43,156.0,0
1721257,Tupirama,TO,Norte,66.67,9.0,2
1721307,Tupiratins,TO,Norte,53.85,12.0,2
1722081,Wanderlândia,TO,Norte,41.91,67.0,0
1722107,Xambioá,TO,Norte,42.82,77.0,0
2100055,Açailândia,MA,Nordeste,62.75,480.0,2
2100105,Afonso Cunha,MA,Nordeste,93.1,4.0,2
2100154,Água Doce do Maranhão,MA,Nordeste,63.74,50.0,0
2100204,Alcântara,MA,Nordeste,70.98,35.0,2
2100303,Aldeias Altas,MA,Nordeste,45.37,140.0,0
2100402,Altamira do Maranhão,MA,Nordeste,73.04,15.0,2
2100436,Alto Alegre do Maranhão,MA,Nordeste,51.5,93.0,0
2100477,Alto Alegre do Pindaré,MA,Nordeste,56.3,155.0,0
2100501,Alto Parnaíba,MA,Nordeste,51.99,80.0,0
2100550,Amapá do Maranhão,MA,Nordeste,42.98,59.0,0
2100600,Amarante do Maranhão,MA,Nordeste,41.32,206.0,0
2100709,Anajatuba,MA,Nordeste,41.34,90.0,0
2100808,Anapurus,MA,Nordeste,34.65,93.0,0
2100832,Apicum-Açu,MA,Nordeste,39.09,125.0,0
2100873,Araguanã,MA,Nordeste,91.6,13.0,2
2100907,Araioses,MA,Nordeste,42.52,155.0,0
2100956,Arame,MA,Nordeste,74.44,34.0,2
2101004,Arari,MA,Nordeste,72.37,91.0,2
2101103,Axixá,MA,Nordeste,71.86,43.0,2
2101202,Bacabal,MA,Nordeste,51.38,467.0,0
2101251,Bacabeira,MA,Nordeste,53.74,99.0,0
2101301,Bacuri,MA,Nordeste,57.55,80.0,0
2101350,Bacurituba,MA,Nordeste,100.0,0.0,1
2101400,Balsas,MA,Nordeste,39.54,829.0,0
2101509,Barão de Grajaú,MA,Nordeste,51.57,64.0,0
2101608,Barra do Corda,MA,Nordeste,64.05,300.0,0
2101707,Barreirinhas,MA,Nordeste,78.52,169.0,2
2101731,Belágua,MA,Nordeste,72.31,30.0,2
2101772,Bela Vista do Maranhão,MA,Nordeste,77.72,57.0,2
2101806,Benedito Leite,MA,Nordeste,47.26,41.0,0
2101905,Bequimão,MA,Nordeste,59.75,33.0,0
2101939,Bernardo do Mearim,MA,Nordeste,87.88,4.0,1
2101970,Boa Vista do Gurupi,MA,Nordeste,80.0,22.0,2
2102002,Bom Jardim,MA,Nordeste,69.63,101.0,2
2102036,Bom Jesus das Selvas,MA,Nordeste,63.18,160.0,0
2102077,Bom Lugar,MA,Nordeste,95.28,5.0,2
2102101,Brejo,MA,Nordeste,58.06,121.0,0
2102150,Brejo de Areia,MA,Nordeste,49.31,50.0,0
2102200,Buriti,MA,Nordeste,28.93,198.0,0
2102309,Buriti Bravo,MA,Nordeste,57.19,109.0,0
